T00|T01|T02|T03|T04|doc_id
0.18276991011097415|0.007317313806500722|0.7952982826414865|0.0073034339244701105|0.007311059516568494|120
0.8755616344276977|0.009879000710792374|0.009712180961658946|0.00972770742136973|0.09511947647848129|121
0.6116401737691981|0.014716336276751708|0.014384370862925863|0.3449023943505927|0.014356724740531686|122
0.9706051205436507|0.0072298602263464245|0.007265481694368443|0.00743178963838569|0.007467747897248694|123
0.9311730475420249|0.002246126601956095|0.06214673324408325|0.002212527896753209|0.0022215647151823175|124
0.526381220512221|0.025173930609070114|0.025202664592991388|0.39813297229302147|0.025109211992696015|125
0.05102450039611496|0.05008261009664306|0.05006377261881266|0.797769283463063|0.051059833425366324|126
0.2894652012628433|0.7063779724257004|0.0013914102355944648|0.001399452325819478|0.0013659637500424457|127
0.04102976467332919|0.5789378963432004|0.040534883596276015|0.29784066732014786|0.041656788067046494|128
0.11202679908732743|0.7907978645105189|0.08971561346894695|0.003751977151103637|0.003707745782103022|129
0.9383602694418305|0.05751074238104213|0.0013876214668043058|0.001363791962767813|0.0013775747475552992|130
0.2286654428404237|0.7610631011646125|0.009202795317508148|0.0005344449773495203|0.0005342157001062008|131
0.003915919185567515|0.40344259617386063|0.5454728272592945|0.04325548399485828|0.003913173386419042|132
0.26200459035361423|0.6160389664036178|0.040082143888166555|0.04092125095062548|0.040953048403975734|133
0.8671348791697778|0.05301657071504849|0.017782034935308787|0.023817187326996482|0.03824932785286849|134
0.17214694652125348|0.251052095886988|0.15327967874017562|0.019134625964612326|0.40438665288697057|135
0.2501670499304238|0.7458596337967338|0.001322152519943312|0.0013239815969132553|0.0013271821559857515|136
0.4486318862867871|0.30126087263283197|0.17612676649032125|0.07231744239147632|0.0016630321985835047|137
0.8960911785065526|0.00040236225948729837|0.005712375758408582|0.0973885847564864|0.0004054987190651967|138
0.30395932677024384|0.49424862528981656|0.0735989293297244|0.0015856470056043346|0.126607471604611|139
0.0009120468417890172|0.7751962156178424|0.034581653997262936|0.0008993391355316728|0.188410744407574|140
0.9976788521085126|0.0005740350099415414|0.0005851103383994241|0.0005783439714732305|0.0005836585716733495|141
0.47189440804107696|0.00931803115800055|0.10923029877965723|0.00927096344727302|0.4002862985739921|142
0.3521128869107977|0.011904880747796468|0.011887093137372564|0.6122031691763707|0.011891970027662443|143
0.7027987870773375|0.012832442369405235|0.01266972717056935|0.012796695543018825|0.25890234783966903|144
0.8025579008297834|0.14477531647900138|0.046702399128494484|0.002939386377388625|0.0030249971853320234|145
0.07628260503629547|0.0017702421182860335|0.0017523324560229708|0.0017820013290136187|0.9184128190603819|146
0.0014673386156568206|0.7823049492853028|0.0014898118986959436|0.04746369628100778|0.16727420391933664|147
0.6439735172118592|0.0016846244311069037|0.11000299278191705|0.24256806713103188|0.001770798444084898|148
0.013486160909813428|0.78014241837513|0.013441199983776854|0.1795082278139398|0.013421992917339821|149
0.5222953660247408|0.23910287180206916|0.2300731696729693|0.004283504285545486|0.004245088214675327|150
0.9789706614042823|0.005189114078948367|0.005275661827796436|0.00522661640390183|0.0053379462850709275|151
0.980623037500186|0.004810771096080696|0.004796079929015726|0.004962242883060026|0.004807868591657547|152
0.4902017404127415|0.0025988515188694983|0.0026038811529693604|0.17746436615458114|0.32713116076083854|153
0.847446185552779|0.015577079396671824|0.015627894620282794|0.10561640356429496|0.0157324368659715|154
0.36574535134370445|0.018470797499151714|0.08883607624726704|0.018299858635509998|0.5086479162743667|155
0.41381757315388185|0.5485017665152754|0.03653238220243949|0.00056930348320147|0.000578974645201772|156
0.25900385779519824|0.0050560430080613915|0.005031460458234857|0.7257964846179934|0.00511215412051212|157
0.8371301151270368|0.04033107267572987|0.04199546213938688|0.04033043195964508|0.04021291809820135|158
0.2588236692991609|0.006848314996502962|0.5190443564725443|0.006797018436884686|0.20848664079490714|159
0.2730546337581668|0.014354969830063936|0.014477135684886335|0.683317719707873|0.014795541019009989|160
0.3332174614072952|0.005615909415524435|0.00562437065015298|0.005615980557053955|0.6499262779699735|161
0.01585709205258199|0.9368372627089123|0.015781359856811183|0.015809224041226904|0.01571506134046755|162
0.5896069807039964|0.3492975103721265|0.05690972368037164|0.0020839884541309036|0.0021017967893745405|163
